Program,Site Name,City,State,Latitude,Longitude
Abandoned Mine Land,CARPENTER SNOW CREEK MINING DISTRICT,NEIHART,MT,46.96138,-110.72583
Abandoned Mine Land,RUMSEY TAILINGS,PHILIPSBURGH,MT,46.207,-113.239
Abandoned Mine Land,SUPERIOR WASTE ROCK,SUPERIOR,MT,47.24,-114.853
Abandoned Mine Land,WICKES/CORBIN MINING SITE,WICKES,MT,46.344,-111.89
Abandoned Mine Land,LOFLIN GOLD MINE,TRINITY,NC,35.74,-80.042
Abandoned Mine Land,FORMER CARTER WHITE LEAD FACILITY/AREA,OMAHA,NE,41.284,-95.897
Abandoned Mine Land,FORMER OMAHA WHITE LEAD,OMAHA,NE,41.242,-95.943
Abandoned Mine Land,OMAHA LEAD,OMAHA,NE,41.26777,-95.92972
Abandoned Mine Land,ORE HILL MINE SITE,WARREN,NH,43.93,-71.95
Abandoned Mine Land,JERSEY TYLER FOUNDRY,BRIDGETON,NJ,39.445,-75.217
Abandoned Mine Land,GLEN RIDGE RADIUM SITE,GLEN RIDGE,NJ,40.78818,-74.2125
Abandoned Mine Land,WR GRACE HAMILTON TWP,HAMILTON TOWNSHIP,NJ,40.243,-74.726
Abandoned Mine Land,MONTCLAIR/WEST ORANGE RADIUM SITE,MONTCLAIR/WEST ORANGE,NJ,40.7929,-74.2257
Abandoned Mine Land,U.S. RADIUM CORP.,ORANGE,NJ,40.78138,-74.22861
Abandoned Mine Land,BECLABITO AGGREGATED URANIUM MINES,BECLABITO,NM,36.692,-107.16
Abandoned Mine Land,HORIZON POTASH MINE,CARLSBAD,NM,32.425,-103.76
Abandoned Mine Land,CIMARRON MINING CORP.,CARRIZOZO,NM,33.64346,-105.8647
Abandoned Mine Land,UNITED NUCLEAR CORP.,CHURCH ROCK,NM,35.643,-108.5
Abandoned Mine Land,EASTERN NAVAJO AGGREGATED URANIUM MINES,CROWNPOINT,NM,35.678,-107.847
Abandoned Mine Land,NACIMIENTO MINE/MILL,CUBA,NM,36.987,-105.093
Abandoned Mine Land,HOMESTAKE MINING CO.,MILAN,NM,35.243,-107.863
Abandoned Mine Land,KING TUTT MESA AGGREGATE SITE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO - BEGAY #1 URANIUM MINE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO - BEGAY #2 URANIUM MINE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO - CARRIZO MINE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO - FRANKS PT./VCA PLOT #6 UR MINE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO - JUNCTION CLAIM URANIUM MINE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO - SALT CANYON MINES,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO - UPPER SALT ROCK URANIUM MINE,OAK SPRINGS,NM,36.692,-107.16
Brownfield,ARCO Facility #9577,El Cajon,CA,32.794482,-116.96747
Abandoned Mine Land,NAVAJO RED WASH POINT URAN. MINE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,NAVAJO VCA PLOT 7 URANIUM MINE,OAK SPRINGS,NM,36.692,-107.16
Abandoned Mine Land,BLUEWATER URANIUM MINE,PREWITT,NM,35.363,-107.957
Abandoned Mine Land,"MOLYCORP, INC.",QUESTA,NM,36.69833,-105.505
Abandoned Mine Land,"NAVAJO - WILLIAMS POINT MINE, VCA #4",RED VALLEY,NM,36.692,-107.16
Abandoned Mine Land,SANOSTEE AGGREGATED URANIUM MINES,SANOSTEE,NM,36.435,-107.13
Abandoned Mine Land,CLEVELAND MILL,SILVER CITY,NM,32.8626,-108.2558
Abandoned Mine Land,WHITEWATER & HANOVER CREEKS,SILVER CITY,NM,32.773,-107.72
Abandoned Mine Land,TERRERO MINE,TERRERO,NM,34.759,-104.332
Abandoned Mine Land,TYRONE MINE,TYRONE,NM,32.658,-107.64
Abandoned Mine Land,CARSON RIVER MERCURY SITE,DAYTON,NV,39.23195,-119.5892
Abandoned Mine Land,ARGENTUM MILL,DYER,NV,37.682,-117.915
Abandoned Mine Land,BARRICK GOLD STRIKE MINE - BLM,EUREKA,NV,39.513,-114.038
Abandoned Mine Land,OSAGE MILLSITE,SANDY VALLEY,NV,35.782,-114.675
Abandoned Mine Land,UNITED MINING CORP.,VIRGINIA CITY,NV,39.313,-118.353
Abandoned Mine Land,ANACONDA COPPER CO,YERINGTON,NV,38.998,-118.801
Abandoned Mine Land,LI TUNGSTEN CORP.,GLEN COVE,NY,40.86092,-73.64077
Abandoned Mine Land,ORMET CORP.,HANNIBAL,OH,39.705,-80.84166
Abandoned Mine Land,NATIONAL ZINC CORP.,BARTLESVILLE,OK,36.74666,-95.995
Abandoned Mine Land,BLACKWELL ZINC,BLACKWELL,OK,36.808,-96.7
Abandoned Mine Land,TULSA FUEL AND MANUFACTURING,COLLINSVILLE,OK,36.34625,-95.84861
Abandoned Mine Land,GAINES CREEK WATERSHED COAL MINES,GOWEN,OK,34.877,-94.523
Abandoned Mine Land,TAR CREEK (OTTAWA COUNTY),OTTAWA COUNTY,OK,36.9436,-94.84191
Abandoned Mine Land,TELEDYNE WAH CHANG,ALBANY,OR,44.66,-123.0633
Abandoned Mine Land,OREGON CHIEF MINE,BAKER CITY,OR,44.85,-118.285
Abandoned Mine Land,USDOI BLM BALM CREEK- POORMAN MINE COMPLEX,BAKER CITY,OR,44.917,-117.474
Abandoned Mine Land,BRETZ MINE,BASQUE,OR,42.044,-117.901
Abandoned Mine Land,OPALITE MINE,BASQUE,OR,42.053,-118.037
Abandoned Mine Land,COLUMBIA MINE,BOURNE,OR,44.831,-118.2
Abandoned Mine Land,EUREKA & EXCELSIOR MINE,BOURNE,OR,44.831,-118.2
Abandoned Mine Land,GOLCONDA MINE,BOURNE,OR,44.82,-118.206
Abandoned Mine Land,NORTH POLE MINE,BOURNE,OR,44.843,-117.184
Abandoned Mine Land,BLACK BUTTE MINE,COTTAGE GROVE,OR,43.578,-122.934
Abandoned Mine Land,IBEX MINE,GRANITE,OR,44.813,-118.298
Brownfield,Former Utica Mine,Deering,AK,65.910278,-162.991944
Abandoned Mine Land,FREMONT NATIONAL FOREST/WHITE KING AND LUCKY LASS URANIUM MINES (USDA),LAKEVIEW,OR,42.33611,-120.54166
Abandoned Mine Land,USDA FS OCHOCO NF: AMITY MINE,PRINEVILLE,OR,44.21,-120.192
Abandoned Mine Land,USDA FS OCHOCO NF: BLUE RIDGE MINE,PRINEVILLE,OR,44.211,-120.192
Abandoned Mine Land,USDA FS OCHOCO NF:MOTHERLODE MINE,PRINEVILLE,OR,44.333,-120.358
Abandoned Mine Land,FORMOSA MINE,RIDDLE,OR,42.8517,-123.3847
Abandoned Mine Land,BELLE OF BAKER MINE,SUMPTER,OR,44.821,-118.259
Abandoned Mine Land,CALIFORNIA MINE/MILL,SUMPTER,OR,44.865,-118.276
Abandoned Mine Land,GRAND TRUNK MINE,SUMPTER,OR,44.981,-118.277
Abandoned Mine Land,IMPERIAL MINE/MILL,SUMPTER,OR,44.864,-118.267
Abandoned Mine Land,NONPAREIL MINE RETORT,SUTHERLIN,OR,43.415,-123.16
Abandoned Mine Land,MARTIN-MARIETTA ALUMINUM CO.,THE DALLES,OR,45.62443,-121.2056
Abandoned Mine Land,REYNOLDS METALS COMPANY,TROUTDALE,OR,45.5569,-122.39916
Abandoned Mine Land,US BUREAU OF MINES SITE,BRUCETON,PA,40.55,-79.942
Abandoned Mine Land,FOOTE MINERAL CO.,EAST WHITELAND TOWNSHIP,PA,40.04,-75.58527
Abandoned Mine Land,SHARON STEEL CORP (FARRELL WORKS DISPOSAL AREA),HICKORY TOWNSHIP,PA,41.19861,-80.51027
Abandoned Mine Land,"JACKS CREEK/SITKIN SMELTING & REFINING, INC.",MAITLAND,PA,40.64153,-77.47528
Abandoned Mine Land,GRACE MINE,MORGANTOWN,PA,40.183,-75.892
Abandoned Mine Land,PALMERTON ZINC PILE,PALMERTON,PA,40.80833,-75.58333
Abandoned Mine Land,FRANKLIN SLAG PILE (MDC),PHILADELPHIA,PA,39.98319,-75.08388
Abandoned Mine Land,FRANKLIN SMELTING,PHILADELPHIA,PA,39.989,-75.085
Abandoned Mine Land,UNITED SMELTING AND REFINING COMPANY/LEAD SMELTERS INITIATIVE,PHILADELPHIA,PA,39.938,-75.171
Abandoned Mine Land,BUTLER MINE TUNNEL,PITTSTON TOWNSHIP,PA,41.3268,-75.7899
Abandoned Mine Land,BREWER GOLD MINE,JEFFERSON,SC,34.652,-80.411
Abandoned Mine Land,MACALLOY CORPORATION,NORTH CHARLESTON,SC,32.83805,-79.95119
Abandoned Mine Land,NORTH CAVE HILLS MINING SITES,BUFFALO,SD,45.846,-103.475
Abandoned Mine Land,GILT EDGE MINE,LEAD,SD,44.32805,-103.6743
Abandoned Mine Land,RICHMOND HILL PROJECT,LEAD,SD,44.376,-102.114
Abandoned Mine Land,WASP #2 TAILINGS,LEAD,SD,44.319,-103.759
Abandoned Mine Land,WHITEWOOD CREEK,WHITEWOOD,SD,44.3553,-103.7615
Abandoned Mine Land,CHROMIUM MINING & SMELTING CORP,MEMPHIS,TN,35.275,-88.042
Abandoned Mine Land,CHEMET CO.,MOSCOW,TN,35.08361,-89.37249
Abandoned Mine Land,RSR CORPORATION,DALLAS,TX,32.77694,-96.8725
Abandoned Mine Land,TEX-TIN CORP.,TEXAS CITY,TX,29.35666,-94.94166
Abandoned Mine Land,5M INC. STAGING AREA,2 MILES FROM LEEDS,UT,37.247,-113.375
Abandoned Mine Land,ANTIMONY MILLS,ANTIMONY,UT,38.099,-111.899
Abandoned Mine Land,LARK WASTE ROCK AND TAILINGS (KENNECOTT),BINGHAM CANYON,UT,40.533,-111.875
Abandoned Mine Land,KING EDWARD MINE,BLANDING,UT,37.774,-109.702
Abandoned Mine Land,RAINY DAY MINES,BOULDER TOWN,UT,37.833,-111
Abandoned Mine Land,DUTCHESS MINE,BULLFROG,UT,37.746,-110.986
Abandoned Mine Land,OPERATION MINE SHAFT,CEDAR CITY,UT,37.772,-113.171
Abandoned Mine Land,BINGHAM RESERVOIR,COPPERTON,UT,40.562,-111.917
Abandoned Mine Land,KENNECOTT (SOUTH ZONE),COPPERTON,UT,40.53,-112.15
Abandoned Mine Land,WINNAMUCK SMELTER,COPPERTON,UT,40.558,-111.85
Abandoned Mine Land,SILVER PASS BIG CANYON,ELBERTA,UT,39.952,-112.046
Abandoned Mine Land,EUREKA MILLS,EUREKA,UT,39.95555,-112.11555
Abandoned Mine Land,HOMANSVILLE MILLS,EUREKA,UT,39.976,-112.08
Abandoned Mine Land,MAMMOTH MILLS AND SMELTER,EUREKA,UT,39.925,-112.127
Abandoned Mine Land,NORTH LILLY MINING PCB,EUREKA,UT,39.923,-112.146
Abandoned Mine Land,SILVER CITY MILLS,EUREKA,UT,39.912,-112.123
Abandoned Mine Land,TINTIC STANDARD REDUCTION MILL,GENOLA,UT,39.958,-110.146
Abandoned Mine Land,VIPONT MINE,GROUSE CREEK,UT,41.967,-112.15
Abandoned Mine Land,BUTTERFIELD MINE (ST. JOE'S TUNNEL),HERRIMAN,UT,40.5,-111.875
Abandoned Mine Land,FRYE CANYON TAILING,HITE,UT,37.625,-109.858
Abandoned Mine Land,KIMBERLY MILL,JUNCTION,UT,38.502,-112.331
Abandoned Mine Land,BIG HILL/CHLORIDE CHIEF MINES,LEEDS,UT,37.244,-112.639
Abandoned Mine Land,SOUTHWEST ASSAY SITE,LEEDS,UT,37.259,-113.373
Abandoned Mine Land,WESTERN GOLD FLOATATION MILL,LEEDS,UT,37.251,-112.629
Abandoned Mine Land,KENNECOTT (NORTH ZONE),MAGNA,UT,40.75,-112.125
Abandoned Mine Land,BULLION CANYON MILLS,MARYSVALE,UT,38.427,-112.286
Abandoned Mine Land,BULLY BOY MILL,MARYSVALE,UT,38.413,-112.328
Abandoned Mine Land,DALTON MILL,MARYSVALE,UT,38.417,-112.319
Abandoned Mine Land,MIDVALE SLAG,MIDVALE,UT,40.61833,-111.9172
Abandoned Mine Land,SHARON STEEL CORP. (MIDVALE TAILINGS),MIDVALE,UT,40.60806,-111.9142
Abandoned Mine Land,SHERIDAN HILL SMELTER,MIDVALE,UT,40.675,-110.097
Abandoned Mine Land,UNITED SMELTING REFINING AND MINING CO,MIDVALE,UT,40.609,-110.085
Abandoned Mine Land,BEAVER COUNTY TAILINGS/WASTE ROCK,MILFORD,UT,38.399,-113.014
Abandoned Mine Land,MILFORD MILL AND SMELTER,MILFORD,UT,38.398,-112.988
Abandoned Mine Land,LATHROP CANYON ABANDONED URANIUM MINES,MOAB,UT,38.405,-109.807
Abandoned Mine Land,MONTICELLO MILL TAILINGS (USDOE),MONTICELLO,UT,37.86333,-109.3483
Abandoned Mine Land,MONTICELLO RADIOACTIVELY CONTAMINATED PROPERTIES,MONTICELLO,UT,37.86388,-109.33361
Abandoned Mine Land,TAYLOR REID #1 & 2 MINES,MONUMENT VALLEY,UT,37.1,-109.683
Abandoned Mine Land,WHIRLWIND MINE,MONUMENT VALLEY,UT,37.1,-109.683
Abandoned Mine Land,GERMANIA SMELTING & REFINING COMPANY,MURRAY,UT,40.664,-110.106
Abandoned Mine Land,MORGAN OR HANOVER SMELTING WORKS,MURRAY,UT,40.679,-110.108
Abandoned Mine Land,MURRAY SMELTER,MURRAY CITY,UT,40.65833,-111.89111
Abandoned Mine Land,OPHIR MILLS AND SMELTER,OPHIR,UT,40.221,-112.153
Abandoned Mine Land,EMPIRE CANYON,PARK CITY,UT,40.632,-110.502
Abandoned Mine Land,MARSAC MILLS,PARK CITY,UT,40.645,-111.496
Abandoned Mine Land,RICHARDSON FLAT TAILINGS,PARK CITY,UT,40.67833,-111.4583
Abandoned Mine Land,SILVER MAPLE CLAIMS,PARK CITY,UT,40.669,-111.484
Abandoned Mine Land,VERMICULITE INTERMOUNTAIN,SALT LAKE CITY,UT,40.767,-111.901
Abandoned Mine Land,DAVENPORT AND FLAGSTAFF SMELTERS,SANDY,UT,40.57361,-111.79194
Abandoned Mine Land,FLAGSTAFF SMELTER,SANDY,UT,40.65,-110.117
Abandoned Mine Land,LITTLE COTTONWOOD SMELTER,SANDY,UT,40.742,-110.167
Abandoned Mine Land,USFS-SANTAQUIN MUDFLOW,SANTAQUIN,UT,39.984,-111.764
Abandoned Mine Land,KENNECOTT EVAPORATION PONDS,SOUTH JORDAN,UT,40.561,-110.012
Abandoned Mine Land,PIONEER 3-STAMP MILL,SOUTH OF LEEDS,UT,37.134,-113.222
Abandoned Mine Land,BAUER TAILINGS,STOCKTON,UT,40.471,-112.368
Abandoned Mine Land,JACOBS SMELTER,STOCKTON,UT,40.45416,-112.35833
Abandoned Mine Land,INTERNATIONAL SMELTING AND REFINING,TOOELE,UT,40.55277,-112.22722
Abandoned Mine Land,TOOELE VALLEY RAILROAD,TOOELE,UT,40.531,-112.302
Abandoned Mine Land,JORDAN VIEW LOT,WEST JORDAN,UT,40.612,-110.063
Abandoned Mine Land,KERN RIVER/BINGHAM CREEK PIPELINE,WEST JORDAN,UT,40.562,-111.971
Abandoned Mine Land,LOUISA MINE (VA VERMICULITE LTD.),LOUISA,VA,38.049,-78.069
Abandoned Mine Land,U.S. TITANIUM,PINEY RIVER,VA,37.70833,-79.01666
Abandoned Mine Land,PIKE HILL COPPER MINE,CORINTH,VT,44.05733,-72.30691
Abandoned Mine Land,VERMONT ASBESTOS GROUP MINE,LOWELL AND EDEN,VT,44.75,-72.517
Abandoned Mine Land,ELIZABETH MINE,STRAFFORD,VT,43.82388,-72.32888
Abandoned Mine Land,ELY COPPER MINE,VERSHIRE,VT,43.92744,-72.2855
Abandoned Mine Land,USDOI BLM CLEVELAND MINE & MILL SITE,HUNTERS,WA,48.119,-118.037
Abandoned Mine Land,ANDERSON-CALHOUN MINE/MILL,LEADPOINT,WA,48.92,-117.589
Abandoned Mine Land,SILVER MOUNTAIN MINE,LOOMIS,WA,48.745,-119.557
Abandoned Mine Land,KAISER ALUMINUM (MEAD WORKS),MEAD,WA,47.755,-117.3767
Abandoned Mine Land,JOSEPHINE MINE,METALIINE FALLS,WA,48.88,-117.371
Abandoned Mine Land,BLUE BUCKET MINE,METALINE,WA,48.844,-117.398
Abandoned Mine Land,ORIOLE MINE,METALINE,WA,48.86,-117.391
Abandoned Mine Land,JOSEPHINE MILL # 1 AKA OLD  JOSEPHINE MILL,METALINE FALLS,WA,48.875,-117.38
Abandoned Mine Land,USDOI BLM JOSEPHINE MILL #2 AKA NEW JOSEPHINE MILL,METALINE FALLS,WA,48.88,-117.373
Abandoned Mine Land,USDOI BLM KABBA TEXAS MINE,NIGHTHAWK,WA,48.707,-118.563
Abandoned Mine Land,"SIERRA ZINC MINE/MILL, A.K.A. BLUE RIDGE MINE/MILL",NORTHPORT,WA,48.775,-117.668
Abandoned Mine Land,"COMMENCEMENT BAY, NEAR SHORE/TIDE FLATS",PIERCE COUNTY,WA,47.26666,-122.41666
Abandoned Mine Land,HECLA KNOB HILL MINE,REPUBLIC,WA,48.673,-118.759
Abandoned Mine Land,SOUTH PENN MINE,REPUBLIC,WA,48.69,-118.756
Abandoned Mine Land,ASARCO INC,TACOMA,WA,47.237,-121.567
Abandoned Mine Land,ALDER MINE,TWISP,WA,48.323,-120.092
Abandoned Mine Land,ALCOA (VANCOUVER SMELTER),VANCOUVER,WA,45.64943,-122.7318
Abandoned Mine Land,MIDNITE MINE,WELLPINIT,WA,47.9375,-118.09416
Abandoned Mine Land,SPELTER ZINC PLANT,CLARKSBURG,WV,39.433,-80.318
Abandoned Mine Land,FAYETTEVILLE MINE REFUSE DUMP,OAK,WV,38.067,-81.148
Abandoned Mine Land,FERRIS HAGGERTY MINE,BAGGS,WY,41.184,-106.929
Brownfield,"3130, 3142, and 3150 Mountain View Drive",Anchorage,AK,61.22483,-149.79883
Brownfield,3901 Mountain View Drive,Anchorage,AK,61.2244,-149.808
Brownfield,Mountain View Subdivision b/w 5th Ave. & Pine St.,Anchorage,AK,61.2226,-149.8192
Brownfield,Former West Cook Inlet Construction Yard,Beluga,AK,61.148333,-151.075833
Brownfield,Columbia Ward Fisheries Facility,Chignik Lagoon,AK,56.317889,-158.587611
Brownfield,License to Enter Properties (northern grouping),Chignik Lagoon,AK,56.317889,-158.58761
Brownfield,License to Enter Properties (southern grouping),Chignik Lagoon,AK,56.317889,-158.58761
Brownfield,Old Dumpsite,Chignik Lagoon,AK,56.317889,-158.58761
Brownfield,Old Dump at Joe Ward Slough,Fort Yukon,AK,66.571111,-145.281111
Brownfield,Log Storage Area,Metlakatla,AK,55.0372,-131.5735
Brownfield,Revetment Vehicle Dump,Metlakatla,AK,55.0372,-131.5735
Brownfield,Skater's Lake Vehicle Dump,Metlakatla,AK,55.1225,-131.5705
Brownfield,Alaska Packers Cannery,Pilot Point,AK,57.552333,-157.578389
Brownfield,Old Airport Runway,Saint Michael,AK,63.4825,-162.0303
Brownfield,Chem 4,Demopolis,AL,32.468333,-87.958333
Brownfield,Sloss Property at Coalburg,Fultondale,AL,33.60833,-86.8549
Brownfield,Walkers Chapel Road Mine Drainage,Fultondale,AL,33.616098,-86.841231
Brownfield,City of Mobile Former Police Firing Range,Mobile,AL,30.72833,-88.204167
Brownfield,Keep Mobile Beautiful Recycling Center,Mobile,AL,30.680566,-88.071111
Brownfield,Triple A Welding Manufacturing & Machine Corp,Sheffield,AL,34.770556,-87.668611
Brownfield,Langdale Mill,Valley,AL,32.814444,-85.169722
Brownfield,Riverdale Mill,Valley,AL,32.790278,-85.142778
Brownfield,Huntco-JMS Processing,Blytheville,AR,35.943889,-89.733333
Brownfield,Camden-Buck's Garage,Camden,AR,33.57394,-92.82712
Brownfield,Thrower's Site (White City Buildings),Camden,AR,33.5796,-92.8271
Brownfield,R & P Electroplating,Fayetteville,AR,36.040054,-94.140312
Brownfield,R&P Electroplating,Fayetteville,AR,36.04016,-94.1356
Brownfield,Hadco of Arkansas,Gillham,AR,34.18797,-94.33155
Brownfield,T&S Sawmill,Heber Springs,AR,35.816389,-92.052778
Brownfield,Cleburne Hotel,Helena,AR,34.5285,-90.58669
Brownfield,McVey Property,Helena,AR,34.52489,-90.5868
Brownfield,Nu Way Laundry-Mat,Helena,AR,34.5267,-90.58675
Brownfield,Phillips College Property,Helena,AR,34.52665,-90.58457
Brownfield,Stayton Auto Repair,Helena,AR,34.52309,-90.58685
Brownfield,Martindale Clinic,Hope,AR,33.66887,-93.59219
Brownfield,Building a Better Life Mentor Organization,Jacksonville,AR,34.861389,-92.11944
Brownfield,Heifer - Superior (Central Transport),Little Rock,AR,34.743056,-92.256389
Brownfield,"Carver Alumni Association, Inc.",Lonoke,AR,34.7807,-91.8968
Brownfield,I-Can,Lonoke,AR,34.78544,-91.89936
Brownfield,Butler Elementary,Madison,AR,35.01255,-90.72376
Brownfield,Smart House - North Tract,North Little Rock,AR,34.7575,-92.276111
Brownfield,Smart House - South Tract,North Little Rock,AR,34.756111,-92.277222
Brownfield,The City of Pine Bluff,Pine Bluff,AR,34.22001,-92.0023
Brownfield,Helena Sportswear,West Helena,AR,34.526333,-90.643666
Brownfield,"Brownfields Border Property-Naco, AZ",Naco,AZ,31.407778,-110.133056
Brownfield,"LRT 20.2693, 2447 E. Jefferson",Phoenix,AZ,33.44774,-112.02965
Brownfield,"LRT 30.1081, 5108 N. 19th Avenue",Phoenix,AZ,33.51208,-112.09932
Brownfield,"LRT 30.2191, 2401 N. Central Avenue",Phoenix,AZ,33.47623,-112.07304
Brownfield,"LRT 30.2211, 2530 N. Central Avenue",Phoenix,AZ,33.47623,-112.07304
Brownfield,"LRT 30.2381/2052, Central and Camelback Property",Phoenix,AZ,33.51048,-112.07452
Brownfield,"LRT 30.3332, 901 E. Jefferson",Phoenix,AZ,33.44746,-112.06193
Brownfield,Former Tri-City Landfill,Scottsdale,AZ,33.273,-111.5054
Brownfield,21 W. 5th Street & 534 N. Ash Avenue,Tucson,AZ,32.22927,-110.97214
Brownfield,2437 N. Oracle Road,Tucson,AZ,32.25138,-110.97823
Brownfield,41 E. 6th Street,Tucson,AZ,32.227922,-110.970479
Brownfield,911 N. 13th,Tucson,AZ,32.233591,-110.979713
Brownfield,Greyhound Bus Depot,Tucson,AZ,32.2218,-110.9656
Brownfield,Apn 201-254-016,Alton,CA,40.5479,-124.14201
Brownfield,Apn 201-254-017,Alton,CA,40.545803,-124.1422
Brownfield,Kwikset,Anaheim,CA,33.83246,-117.90754
Brownfield,"Vineyard Townhomes, Vine Street Apartments",Anaheim,CA,33.83428,-117.90485
Brownfield,Antioch Radiator Service,Antioch,CA,38.016994,-121.818333
Brownfield,Assistance League Building,Bakersfield,CA,35.37685,-119.01044
Brownfield,Proposed Robert Ovrom Park & Community Day School,Burbank,CA,34.177317,-118.303853
Brownfield,Culver City Dog Park,Culver City,CA,34.013889,-118.386389
Brownfield,Former Lerner's Service Station,Duarte,CA,34.14094,-117.95989
Brownfield,1103 Weeks Street,East Palo Alto,CA,37.47027,-122.13027
Brownfield,1800 Bay Road,East Palo Alto,CA,37.47213,-122.13374
Brownfield,1802-1804 Bay Road,East Palo Alto,CA,37.47212,-122.134
Brownfield,1895 East Bayshore Road,East Palo Alto,CA,37.45453,-122.1302
Brownfield,791-805 Runnymede Street,East Palo Alto,CA,37.46852,-122.13742
Brownfield,855 Runnymede Street,East Palo Alto,CA,37.46856,-122.13639
Brownfield,872 Runnymede,East Palo Alto,CA,37.46856,-122.1355
Brownfield,875 O'Conner Street,East Palo Alto,CA,37.44424,-122.11736
Brownfield,Cooley Landing,East Palo Alto,CA,37.47567,-122.12577
Brownfield,NE Corner of University & Bay,East Palo Alto,CA,37.47171,-122.13966
Brownfield,215 E Main,El Cajon,CA,32.794596,-116.96023
Brownfield,A-1 Self Storage,El Cajon,CA,32.795816,-116.96926
Brownfield,Blockbuster Video,El Cajon,CA,32.795235,-116.96427
Brownfield,Carcoa,El Cajon,CA,32.794505,-116.96972
Brownfield,Champion Collision & Paint,El Cajon,CA,32.796024,-116.9749
Brownfield,Chevron,El Cajon,CA,32.794673,-116.97515
Brownfield,City of El Cajon,El Cajon,CA,32.796909,-116.95886
Brownfield,Condos,El Cajon,CA,32.798248,-116.96098
Brownfield,East County Regional Center,El Cajon,CA,32.796909,-116.95886
Brownfield,Former Alex's Discount Furniture,El Cajon,CA,32.794687,-116.96334
Brownfield,Former Alex's Discount Furniture,El Cajon,CA,32.794514,-116.96299
Brownfield,Former Chevron,El Cajon,CA,32.80124,-116.96279
Brownfield,Former Mobil,El Cajon,CA,32.801656,-116.96286
Brownfield,KKAR Smog and Auto Services,El Cajon,CA,32.794621,-116.95784
Brownfield,Residence,El Cajon,CA,32.794313,-116.96337
Brownfield,Residence,El Cajon,CA,32.79425,-116.96337
Brownfield,Residence,El Cajon,CA,32.79419,-116.96337
Brownfield,Residence,El Cajon,CA,32.794069,-116.96336
Brownfield,SDG&E,El Cajon,CA,32.79628,-116.97278
Brownfield,SDG&E,El Cajon,CA,32.79548,-116.97368
Brownfield,SDG&E,El Cajon,CA,32.795321,-116.97284
Brownfield,SDG&E,El Cajon,CA,32.795449,-116.97219
Brownfield,SDG&E,El Cajon,CA,32.795391,-116.9715
Brownfield,Shell,El Cajon,CA,32.801166,-116.96199
Brownfield,Sunshine Ave. Complex,El Cajon,CA,32.794414,-116.96517
Brownfield,Suzuki of El Cajon,El Cajon,CA,32.795322,-116.96758
Brownfield,Toyota of El Cajon Used Cars and Brooke Auto Insurance,El Cajon,CA,32.794513,-116.9705
Brownfield,Unocal,El Cajon,CA,32.795233,-116.97512
Brownfield,4062 Hollis,Emeryville,CA,37.83006,-122.28551
Brownfield,4369 Adeline Street - Thamkul,Emeryville,CA,37.83451,-122.27695
Brownfield,5701 Hollis,Emeryville,CA,37.83864,-122.28884
Brownfield,AC Transit,Emeryville,CA,37.8336,-122.284
Brownfield,Ambassador,Emeryville,CA,37.82777,-122.28043
Brownfield,Black & White (B&W),Emeryville,CA,37.83183,-122.27982
Brownfield,Dutro,Emeryville,CA,37.8435,-122.2892
Brownfield,Ennis/AC Transit,Emeryville,CA,37.83364,-122.27953
Brownfield,Green City Lofts,Emeryville,CA,37.83226,-122.27754
Brownfield,Jug Liquor,Emeryville,CA,37.82821,-122.27872
Brownfield,Miller Property,Emeryville,CA,37.84089,-122.28882
Brownfield,Viacom Mound,Emeryville,CA,37.8634,-122.2832
Brownfield,Former Foundry/Old Carson Mill,Eureka,CA,40.80797,-124.152541
Brownfield,Old Carson Mill,EUREKA,CA,40.80797,-124.152541
Brownfield,County Hall Records,Fairfield,CA,38.249059,-122.0421
Brownfield,Apn 401-281-001,Fairhaven,CA,40.783119,-124.200667
Brownfield,Proposed Valentine Elementary School,Fresno,CA,36.77036,-119.85364
RCRA,Ge Silicones Wv Llc,Friendly,WV,39.489444,-81.09
Brownfield,Blue Lake Forest Products,Glendale,CA,40.901944,-124.019167
Brownfield,Blue Lake Forest Products,Glendale,CA,40.901944,-124.019167
Brownfield,"Blue Lake Forest Products, 516-101-084",Glendale,CA,40.901944,-124.019167
Brownfield,"Blue Lake Forest Products, APN 516-101-017",Glendale,CA,40.901194,-124.020792
Brownfield,"Blue Lake Forest Products, APN 516-101-040",Glendale,CA,40.903972,-124.020792
Brownfield,"Blue Lake Forest Products, APN 516-101-041",Glendale,CA,40.903972,-124.020792
Brownfield,"Blue Lake Forest Products, APN 516-101-060",Glendale,CA,40.901944,-124.019167
Brownfield,"Blue Lake Forest Products, APN 516-101-063",Glendale,CA,40.901944,-124.019167
Brownfield,"Blue Lake Forest Products, APN 516-101-064",Glendale,CA,40.903972,-124.020792
